,gen-guesses_SSRT-vanilla,gen-guesses_SSRT-w_guesses,gen-guesses_SSRT-w_graded,gen-graded_mu_go_log_SSRT-vanilla,gen-graded_mu_go_log_SSRT-w_guesses,gen-graded_mu_go_log_SSRT-w_graded,gen-standard_SSRT-vanilla,gen-standard_SSRT-w_guesses,gen-standard_SSRT-w_graded
0M0EWKRV,278.46666666666664,262.80765141313316,206.21666666666667,203.1,190.18145730100264,259.0,262.9166666666667,248.1674815594799,100.78333333333333
0MCARYLD,271.5833333333333,262.35639389858665,234.03333333333336,218.21666666666667,210.34700796077868,217.1166666666667,262.6333333333334,253.8487950861412,167.91666666666663
0MF9V4P1,275.9833333333333,262.3627877971732,191.96666666666664,205.56666666666663,194.2751536086089,227.65,262.49999999999994,249.6271555726751,101.33333333333333
0MRY4Z3E,296.7333333333333,269.104051628796,522.7499999999999,199.7833333333333,170.76467418796577,832.4666666666667,271.1166666666667,244.70720904033575,
0MXJ7AZN,267.08333333333337,263.4115302826266,192.08333333333337,240.98333333333335,237.81256266505954,179.39999999999998,263.51666666666665,259.9069926534715,181.31666666666663
0N0JE94U,276.41666666666663,262.86889265401277,245.5166666666667,207.76666666666665,195.51639414512525,279.9,263.43333333333334,250.58955194255023,
0N10CEEL,267.91666666666663,264.39486361596,205.14999999999998,248.4,245.32922933172622,200.56666666666666,263.8333333333333,260.4903259868048,193.61666666666667
0N289PCW,285.8833333333333,264.81418734344567,360.09999999999997,200.16666666666669,181.5576057768249,486.35,265.55,245.64380691649777,
0N5WVJ17,271.41666666666663,263.0386117490992,230.20000000000002,223.13333333333333,214.69962997552938,262.8833333333333,263.6333333333333,255.49419693754342,
0NGG5VLJ,294.76666666666665,269.5469326366939,532.3,214.9166666666667,184.0650646746723,900.1166666666667,271.03333333333336,246.65561633090502,
0NJE7J4R,272.63333333333327,262.26889265401275,204.85000000000002,212.29999999999995,202.5153452751936,228.5,262.9,252.94747782947695,
0NK7MVCJ,269.2,261.36153028262663,161.15,214.68333333333337,207.72922933172623,135.63333333333333,261.7,254.12365932013813,143.91666666666669
0NXVE8CT,269.1,261.39486361595993,169.86666666666665,217.01666666666668,210.21394557217118,159.93333333333334,261.98333333333335,254.49032598680475,148.75
0P0GTDY0,279.9666666666667,263.84112677819235,291.1333333333333,206.71666666666667,191.91432710525018,383.65,264.59999999999997,249.2166513438227,
0P2ZCYPM,273.6833333333333,262.01792418121323,156.75,208.10000000000002,198.30755828092592,178.26666666666668,262.05,250.95874077973997,100.10000000000001
0P34UPZ9,268.6166666666667,263.34486361596,198.2833333333333,235.53333333333333,231.05119149607805,187.85000000000002,263.3333333333333,258.3020198066721,173.5833333333333
0P4XZMZA,300.2166666666667,270.27808066684884,576.1166666666667,199.31666666666666,167.3133692377308,909.6333333333333,272.65,244.04850925755198,
0P96MUM9,269.29999999999995,261.89486361595993,154.85000000000002,218.73333333333335,212.26256266505953,134.61666666666665,262.04999999999995,254.9236593201381,137.85
0PRHUTZA,292.68333333333334,267.6372429304035,451.5666666666665,199.89999999999995,174.45402105155773,707.55,269.16666666666663,245.28410825545126,
0PU19T4K,279.93333333333334,263.19098474646654,233.63333333333333,202.43333333333334,188.51315322373657,275.3833333333333,263.3,247.55310637988885,127.66666666666669
0PW5A9P1,270.0833333333333,262.54486361595997,187.96666666666667,223.0666666666667,216.6141288735407,174.80000000000004,262.6666666666667,255.46371362653937,150.68333333333334
0R5220TJ,300.53333333333336,270.24808880368226,573.35,199.28333333333333,167.36583553998338,915.1166666666667,272.65,243.68512348281885,
0R696YJR,283.0166666666666,264.2411267781924,294.46666666666664,201.66666666666666,184.94549735786063,407.8833333333333,264.7333333333333,246.96839947009116,
0RG4KBRB,269.33333333333337,263.976112993673,214.39999999999998,239.00000000000003,233.99274336378826,218.96666666666667,263.9166666666667,258.77737108167605,
0RHDH1EL,279.79999999999995,263.0076514131332,231.50000000000003,201.73333333333332,187.95871496303963,287.6666666666667,263.1333333333333,247.3575358658811,102.41666666666664
0RHLKA9M,269.6499999999999,262.30125751454653,207.49999999999997,224.0833333333333,217.60252561830248,200.71666666666664,262.8666666666667,255.7306519736095,186.31666666666666
0RKF6F11,280.53333333333336,263.4952946894329,298.9833333333333,204.03333333333333,189.48323571474216,367.9166666666667,264.03333333333336,247.89632908702083,
0T41MTFH,273.66666666666663,261.98972723191997,174.43333333333334,208.2,198.4021201570944,184.88333333333333,262.08333333333337,251.00376793294055,107.36666666666665
0T7889MV,274.8333333333333,262.78861174909923,219.91666666666669,210.29999999999998,198.79520004640636,262.2,263.38333333333327,251.88452292434818,
0TEH16CM,310.1333333333333,275.35540053430987,807.7333333333332,198.36666666666667,153.8455381167542,1408.3166666666666,278.95,245.4300974195564,
0TJZ2RA3,284.04999999999995,265.29097976817116,317.81666666666666,203.53333333333333,184.66605122581805,486.11666666666673,266.15000000000003,248.2689333574935,
0TRD5ZK4,275.1,262.3294544638399,184.81666666666663,207.31666666666666,196.56247906620797,207.8,262.4833333333334,250.38240009987805,119.88333333333333
0TTJA443,267.55,262.9115302826266,204.85,235.33333333333334,231.12922933172624,187.58333333333334,263.06666666666666,258.55699265347147,192.58333333333334
0U0ZAG3B,270.6333333333333,261.54486361595997,147.1,211.43333333333334,203.57297035906038,125.11666666666667,261.6333333333334,252.9903259868048,121.46666666666665
0U23M45G,283.0333333333333,263.9901583053928,301.78333333333336,201.59999999999997,185.35393922540246,382.8333333333333,264.51666666666665,246.55856626769523,
0U317B9P,268.81666666666666,262.2115302826266,175.5333333333333,224.5,218.73963702572706,162.81666666666663,262.5833333333333,256.1903259868048,154.35
0U8DTCDG,282.21666666666664,263.8786280227662,290.04999999999995,202.04999999999998,186.36360155975643,353.83333333333326,264.21666666666664,246.94687244782793,
0UA1UW6C,271.59999999999997,261.80125751454653,188.8,212.41666666666666,203.96381725359174,185.31666666666666,262.08333333333337,252.6754074464066,142.76666666666665
0UEA3Z9E,303.93333333333334,272.1811281169731,671.1166666666667,198.7166666666667,162.00526060674372,1155.2166666666667,275.01666666666665,244.4547240944059,
0UL9YFZJ,275.3333333333333,262.4076514131332,242.86666666666665,209.1833333333333,198.22730857966766,269.45,263.03333333333336,250.7174815594799,155.78333333333333
0ULZKXXG,274.31666666666666,262.2961211305066,197.51666666666665,209.78333333333333,199.74416665736794,218.1166666666667,262.40000000000003,250.9987950861412,123.0
0UMM15GY,282.1833333333333,264.01680869839254,290.46666666666664,201.5666666666666,185.30273591010132,356.48333333333335,264.3833333333333,247.32364399729414,
0UPRUMA1,273.88333333333327,261.99486361595996,176.29999999999993,207.76666666666665,197.83512756291185,181.68333333333334,262.01666666666665,250.77043459960723,103.0
0UV5WZUN,277.9333333333334,262.75251502909316,171.99999999999997,203.36666666666665,190.8251048237217,238.58333333333334,262.73333333333335,248.35578773961265,86.91666666666667
0V1TYBKE,295.74999999999994,268.4769701623234,506.6833333333333,199.6833333333333,172.08776006800912,765.0166666666667,270.3666666666666,244.40562957667277,
0V9W14U5,271.9,261.69486361596,144.0666666666667,209.75,201.07826585674553,140.3166666666667,261.7333333333333,252.0353531400054,104.65
0VBJ9TP2,280.31666666666666,263.2889007908463,221.66666666666669,201.83333333333331,187.39497133306466,299.19999999999993,263.51666666666665,247.4711933210178,
0VF0JVNL,288.23333333333335,265.7964051939582,401.01666666666665,199.95,178.89695637693288,560.4333333333334,266.79999999999995,245.56958906110606,
0VJZ6NZY,271.58333333333337,262.16153028262664,161.1,216.23333333333332,208.26298209719053,173.95000000000002,262.3166666666667,253.31868647333874,118.60000000000001
0VVG7LYB,277.9666666666667,262.6794544638399,209.66666666666663,202.96666666666667,190.44476939086837,250.31666666666666,262.6166666666667,248.25054321240967,92.06666666666666
0VXEC29A,271.6,261.9615302826266,162.5,214.23333333333335,206.11551178065238,163.81666666666666,262.06666666666666,252.880380293206,116.95
0VY70352,287.3666666666667,265.55488304816515,370.7166666666667,200.64999999999998,180.4461476360768,529.0833333333334,266.48333333333335,245.7994823133051,
0WAF57A4,274.1833333333333,261.94486361596,118.74999999999999,205.51666666666662,195.37338979119136,141.18333333333334,261.76666666666665,250.23535314000534,64.64999999999999
0WHFCZKU,286.18333333333334,265.02363367045206,367.95,200.31666666666663,181.2860205244648,518.0333333333333,265.8,245.75692101082737,
0WTM31V7,279.21666666666664,263.0691816957598,265.7,204.51666666666665,191.20784128481333,316.19999999999993,263.34999999999997,248.114256838949,132.14999999999998
0WXLR6V1,272.9833333333333,261.9230605652533,190.7833333333333,209.76666666666665,200.40212015709437,190.64999999999998,262.1333333333333,251.6204345996072,125.54999999999997
0WYCV590,275.78333333333336,262.4961211305066,247.4333333333333,207.88333333333333,196.69617900228027,257.9,262.8333333333333,250.24584204601382,150.8
0X38WL5R,280.41666666666674,260.79486361595997,244.20000000000002,248.00000000000006,228.19589599839296,226.86666666666667,260.2666666666667,240.7903259868048,221.56666666666666
0X45NBYM,280.44999999999993,263.2089089276798,235.74999999999997,201.88333333333327,187.716371150384,317.2,263.41666666666663,247.13589635241505,108.09999999999997
0XFVW4LF,273.0166666666666,262.04486361595997,148.86666666666667,210.25000000000003,201.0925861413199,157.73333333333335,261.98333333333335,251.59704695987267,94.65
0XKVPBB0,277.1166666666667,262.8773705082196,239.96666666666667,207.51666666666668,195.13520118652863,286.8333333333333,263.34999999999997,249.80949950115053,
0XM20K74,280.3,263.3773705082196,251.5833333333333,202.56666666666666,188.11037530153502,302.8166666666667,263.6333333333333,247.71151930782256,
0XTAYD1B,267.6333333333333,264.6281969492933,225.29999999999995,251.95,249.32922933172622,224.95,263.93333333333334,261.12365932013813,213.8833333333333
0XTVAGV2,278.1,263.49486361595996,244.04999999999998,247.41666666666669,233.72922933172623,236.51666666666668,260.6666666666667,247.00699265347146,220.75000000000003
0Y2153YG,305.35,272.58834845663335,666.65,199.05,161.3816081158285,1107.0000000000002,275.6,244.18826723569836,
0Y712XLV,276.0333333333333,262.7825068922596,172.83333333333334,207.48333333333335,195.85769713066804,203.86666666666673,262.8499999999999,250.31299590208494,
0Y9GR364,277.3,262.5794544638399,201.45,203.73333333333332,191.64200357664507,241.81666666666666,262.53333333333336,248.65054321240967,92.40000000000002
0YDL0DWV,277.1,263.25014203172583,246.3166666666667,208.09999999999997,195.13736675559528,292.86666666666673,263.75,250.6032093976869,
0YE7L9KU,273.4333333333333,261.97306056525326,186.2,208.81666666666663,199.16114494398354,189.23333333333332,262.1333333333333,251.2704345996072,118.14999999999998
0YGRZTUF,274.68333333333334,262.2627877971732,182.2,208.53333333333333,198.03425792919032,210.9666666666667,262.51666666666665,250.70403961334415,122.83333333333334
0YLJKU2J,295.2166666666666,268.3551671116167,478.41666666666663,199.7833333333333,172.54413496252104,748.1499999999999,270.1833333333333,244.57027643666737,
0YLLNXRL,287.81666666666666,265.568497286412,353.9666666666666,200.46666666666664,180.1369332830701,503.1333333333333,266.54999999999995,245.4749460795118,
0YMH4BW6,270.45,261.73972723191986,169.55,215.04999999999998,207.404546072879,153.29999999999998,262.04999999999995,253.68562482040892,152.63333333333335
0YVKYMJX,302.15,271.6255606594602,646.0833333333334,198.95000000000002,163.5955186727801,1069.25,274.25,244.98488902700848,
0YWBYAGP,271.9,261.6615302826267,153.79999999999998,210.11666666666667,201.39631543052388,152.8166666666667,261.9,252.1686864733387,110.81666666666666
0ZAYELPK,296.7833333333333,268.84155287336984,537.0833333333333,199.38333333333335,170.84962835789773,805.7666666666668,270.8,244.19240299114043,
0ZPPK2ML,267.6333333333333,261.97819694929336,192.31666666666663,225.28333333333336,220.16256266505954,156.55,262.40000000000003,256.89032598680484,179.66666666666666
102P9DCN,268.0833333333333,262.2563938985867,204.7,227.34999999999997,222.1438755438164,184.83333333333331,262.80000000000007,257.10201980667205,184.51666666666665
109GUWFN,282.91666666666663,264.78695886695186,297.34999999999997,204.6833333333333,187.30810136973315,421.4666666666667,265.6166666666667,248.3676255742341,
10DN9UHY,274.23333333333335,262.2512575145466,167.33333333333334,208.39999999999998,198.31311661367286,178.08333333333337,262.18333333333334,250.83737294667748,114.41666666666669
10EP1VM2,281.99999999999994,263.61404531171985,347.6666666666667,202.0666666666667,186.89899168962953,387.7666666666666,263.98333333333335,246.67971859175685,169.36666666666667
10HWA6YU,268.23333333333335,263.07819694929333,174.9333333333333,233.68333333333337,229.33825411861542,164.28333333333333,263.1,258.14032598680484,159.36666666666665
10J5M8LB,271.3666666666667,261.7730605652532,162.45000000000002,211.91666666666666,203.55592897999063,145.66666666666666,261.95,252.80229148707562,140.01666666666665
10KHJFTG,279.45,263.065840225593,228.2,201.99999999999997,188.17324125496955,285.05,263.16666666666663,247.77092164061423,
10KWCWVG,273.8166666666666,262.0512575145466,198.1,208.71666666666664,198.80009970251788,208.41666666666669,262.3333333333333,251.16546175280783,124.60000000000001
10RNF3BK,275.68333333333334,262.2730605652533,168.83333333333337,204.64999999999998,193.59213189522455,189.08333333333334,262.0833333333333,249.46546175280787,83.20000000000002
10T1UELH,283.9333333333333,264.8087619176585,291.31666666666666,202.01666666666662,184.0433756239507,424.9,265.43333333333334,247.2957143803645,
112R12P1,287.6333333333333,265.83792733975133,398.55,200.54999999999998,179.61912454864034,553.9166666666666,266.78333333333336,246.14964150250583,
1147ELD2,283.23333333333335,264.35779344485906,331.4,202.03333333333333,185.21234732589681,426.25000000000006,264.81666666666666,246.99178710982574,
114VT9DX,295.21666666666664,268.4664083524962,524.2666666666667,199.33333333333331,171.69348752732122,806.8333333333333,270.26666666666665,244.764647737858,
11E1FCZ0,273.9333333333333,262.35125751454655,206.25000000000003,212.83333333333337,203.19384072985207,234.26666666666665,262.70000000000005,251.6821284194745,126.61666666666667
11G4DZFX,310.50000000000006,275.83679194374884,812.9666666666667,198.06666666666663,152.42937901301005,1509.1499999999999,279.45,245.82528946299954,
11HZFWRM,299.3999999999999,270.1580725300152,568.3166666666666,199.38333333333333,167.65534460273133,899.3499999999998,272.46666666666664,244.54992953201423,
11THDW9B,289.73333333333323,267.1420902726964,416.6,200.83333333333331,176.89384771024757,674.1166666666667,268.4,246.82968447050075,
11UF2ABG,290.84999999999997,268.3795865389749,501.6666666666667,204.55000000000004,178.49621350935706,848.5500000000001,270.0666666666667,248.37262602382438,
11V7NWED,298.0499999999999,270.0184873298211,568.0666666666666,199.16666666666663,167.81940844975458,970.1166666666666,272.1666666666666,245.2311924399171,
1258PMCK,296.21666666666664,268.1275482458176,501.56666666666666,199.43333333333334,172.68314805873183,754.8333333333334,270.0,243.21875314440706,
12F1NWCG,272.8833333333333,262.3961211305065,207.43333333333334,215.3166666666667,206.11811693264707,209.4,263.05,253.02124964081787,183.0
1306ZGW1,281.21666666666664,264.1313914094389,322.99999999999994,204.11666666666665,188.22573923820994,383.0166666666667,264.65,248.52708407842846,
1313F6FM,268.05,261.29486361595997,184.88333333333335,218.6166666666667,212.49589599839288,153.86666666666665,261.9333333333334,255.34032598680474,170.40000000000003
13276WYW,285.1166666666666,264.92058124203226,358.6499999999999,203.11666666666665,184.90763652562987,481.4500000000001,265.9,246.73265645743763,
1378XGLA,287.1333333333333,265.1872479086989,367.5833333333333,200.18333333333328,180.68489418766683,504.34999999999997,266.06666666666666,245.3060440971722,
137Y0WR8,266.7,261.7781969492933,206.94999999999996,228.81666666666666,224.36256266505956,179.01666666666665,262.4666666666667,257.5903259868048,195.66666666666663
138RG20T,304.81666666666666,273.2773505950379,723.1666666666665,198.46666666666667,159.05014981031928,1268.9833333333333,276.2166666666667,245.80104955746117,
139PZ31D,273.6833333333333,261.96153028262665,169.56666666666663,207.68333333333337,197.8837446558002,173.7666666666667,261.95,250.85376793294054,100.33333333333333
13AC41PB,305.43333333333334,272.78418054539287,678.5333333333333,198.86666666666667,160.71670753301328,1159.0666666666668,275.8,244.41422374395387,
13CL7J3B,270.6166666666667,263.7730605652533,232.05000000000007,237.5833333333333,231.75611228136012,239.48333333333335,263.6333333333333,257.2090124601435,197.14999999999998
13FP25D3,285.95000000000005,265.36307186062487,370.96666666666664,201.58333333333337,182.09582797330899,526.1166666666668,266.21666666666664,246.66729757403044,
13L3YFFP,308.01666666666665,274.2401383922111,743.7333333333333,198.56666666666666,156.83623925336772,1306.7333333333336,277.56666666666666,245.00442776615105,
13LFMTL6,273.7333333333333,261.9115302826266,172.55000000000004,207.9,197.9992645461167,183.0333333333334,262.1333333333333,250.95874077973994,102.76666666666668
145EPB4G,283.8833333333333,264.03322700747964,266.84999999999997,200.88333333333333,184.36102280265226,389.13333333333327,264.63333333333327,245.83845951989423,148.49999999999997
1495,292.26666666666665,266.9416998833911,484.08333333333326,199.2833333333334,175.37532853758836,703.8833333333334,268.31666666666666,244.21510325531366,
14BPGL15,272.3833333333333,262.3961211305065,218.38333333333333,216.71666666666667,208.1263799186513,224.8666666666667,262.8833333333333,253.29906676654474,167.33333333333334
14F94Z7X,268.59999999999997,261.52819694929326,195.61666666666665,219.28333333333327,213.00883337585555,161.91666666666666,261.94999999999993,255.10201980667202,171.41666666666666
14FR5D4,268.9166666666666,261.85639389858653,215.93333333333334,222.0666666666666,215.7991710415015,195.56666666666663,262.4666666666666,255.580380293206,182.88333333333327
14PHMUNU,267.58333333333337,261.7281969492933,193.51666666666662,224.41666666666669,219.10492078528205,168.16666666666663,262.41666666666663,256.65699265347143,178.60000000000002
14PNN5H9,295.09999999999997,267.57657977301807,486.08333333333326,199.44999999999996,174.03162003713004,718.45,269.3166666666666,243.09668276133667,
14UJARAJ,271.95000000000005,263.5948636159599,239.7166666666667,251.63333333333335,243.59589599839293,233.7833333333333,262.45,254.50699265347146,223.7
14ZFCHTA,270.2333333333333,264.24486361595996,225.88333333333333,249.45000000000002,244.06256266505954,224.09999999999997,262.9166666666667,257.39032598680484,210.95
1510CJF1,268.7,261.63972723191995,204.60000000000002,220.73333333333335,214.28787940621234,182.5666666666666,262.46666666666664,255.5522914870756,191.81666666666666
1535421B,270.5833333333333,261.54486361595997,149.04999999999998,211.33333333333334,203.5063036923937,122.15,261.6166666666667,253.0403259868048,123.74999999999999
158CYMLK,274.93333333333334,262.6961211305066,193.4333333333333,212.06666666666663,201.84719530665296,225.38333333333335,262.9,251.29906676654477,125.35
15CWGD6V,268.24999999999994,261.82819694929333,199.5666666666666,223.41666666666663,217.72550004252219,172.9333333333333,262.3166666666666,256.0686864733387,176.29999999999995
15M33G49,273.0,261.86153028262663,141.5666666666667,208.00000000000003,198.65786990087489,145.35000000000002,261.71666666666664,251.16371362653936,90.88333333333334
15VX8FJL,279.1166666666666,263.0973786450532,209.60000000000002,204.08333333333331,190.66500468451045,273.4666666666667,263.3833333333333,248.2130520734876,128.13333333333335
15YZBNE0,300.1166666666667,270.40933004456184,559.1666666666666,199.66666666666669,167.44406727500896,915.4166666666666,272.83333333333337,244.40020121241778,
165NRNVG,284.25,264.7672397718654,312.29999999999995,202.1833333333333,184.28276192259423,439.0,265.4833333333333,247.01068909216534,
16C687G5,281.56666666666666,263.6786280227662,275.66666666666663,202.28333333333333,187.0323517734537,350.33333333333326,264.06666666666666,247.18490694755712,
16GY1RE8,280.25,263.7732025969791,243.46666666666664,204.06666666666663,189.03635449572738,322.5833333333333,264.21666666666664,248.64353538449166,
16PJ1RJ6,282.54999999999995,263.68710587697313,275.05,201.05,185.43587505530215,357.45,264.0833333333333,246.30485450615737,140.3666666666667
16RVU5PF,296.95,268.5336531026571,527.7333333333333,199.33333333333331,171.5595426405504,797.2,270.5,243.40224566694113,
173ZYYKX,281.4833333333333,262.92819694929324,250.25000000000006,251.78333333333333,233.8792293317262,240.29999999999993,260.1333333333333,242.3736593201382,224.96666666666667
17K4X0WD,286.3833333333333,265.2800275690386,353.5999999999999,201.9333333333333,182.613388468999,509.2833333333333,266.3166666666666,246.26270889883745,
17N7VX8E,281.6666666666667,263.6153028262664,256.04999999999995,202.15,187.13854736491027,340.4333333333333,263.93333333333334,246.8598273529567,141.13333333333333
17UGGHGJ,267.90000000000003,263.49486361595996,209.0,238.94999999999996,235.09216670918886,199.79999999999995,263.63333333333327,259.35201980667205,187.84999999999997
17UL1T8L,284.9333333333333,264.55294610256607,285.88333333333327,201.34999999999997,183.75668700354353,399.5999999999999,265.24999999999994,245.95938130890596,
182YC0D9,271.06666666666666,261.93459084787986,187.60000000000002,215.41666666666666,207.32083802714257,172.16666666666666,262.4,253.63092365401312,174.43333333333337
185KY7W3,291.6166666666667,266.30977107462564,417.8833333333333,199.75,177.460121401864,592.3333333333333,267.65,243.61915249045998,
18BE29T0,272.09999999999997,261.69486361596,150.05,209.5,200.66298209719054,147.5,261.85,251.9853531400054,106.71666666666665
18E23PK7,283.7833333333333,264.48114305185936,349.9,205.58333333333331,188.97448400532227,460.78333333333336,265.4166666666667,247.0605860743673,
18H0Y70H,285.73333333333335,264.6611349150259,359.0,200.1333333333333,181.90665440982244,474.29999999999995,265.35,245.44708780843135,
